1.59426	0.562495	0.799026	0.953291	
3.26688	0.941744	1.14244	1.05845	
0.62512	1.12065	0.818612	0.890465	
0.969547	0.989704	0.663117	1.10377	
1.56409	1.80186	1.68064	1.0991	
0.246363	0.353456	1.48036	0.976877	
0.863912	1.2029	1.69129	1.06839	
0.712352	1.12195	1.09128	1.01056	
1.30649	0.581084	1.02821	1.00211	
2.28816	0.923059	0.730386	0.985953	
0.777001	1.23532	1.06397	1.02902	
2.31131	0.337456	1.19055	0.946765	
1.02962	0.543978	0.999242	0.90974	
1.10883	0.603278	0.497396	0.950061	
0.722167	1.64551	1.13483	0.973447	
0.0294955	0.0668482	0.755175	0.892452	
0.799082	1.47449	1.21898	0.858672	
1.70899	1.44931	1.40651	1.14046	
0.0685405	0.79141	0.90076	0.954064	
0.528617	0.329991	0.833931	1.05469	
0.29859	6.57848	1.13342	0.894132	
2.46141	0.531466	1.12452	1.10113	
0.751525	2.29421	1.45712	1.01426	
1.60328	0.867672	0.792265	0.902219	
0.10196	0.631339	0.671001	0.941092	
0.705558	1.82242	1.38506	0.915695	
2.26475	0.824305	1.03891	1.03485	
0.432103	1.01125	0.475624	0.894275	
0.31308	1.25164	1.21785	1.09276	
1.93798	0.637896	0.370857	0.938727	
0.201802	0.435383	1.48563	0.959671	
0.0291353	0.580331	1.63224	1.12108	
0.0734425	0.677391	0.569896	0.796103	
0.314008	1.2352	0.872306	0.918628	
0.690226	0.967313	0.64455	0.920638	
0.954159	0.5326	2.00036	1.14726	
1.05544	2.173	1.14768	0.8885	
0.116165	2.82815	1.31991	0.965784	
0.47961	1.80538	0.709373	0.915915	
0.327147	1.03298	0.840104	0.994927	
0.66609	1.16822	0.818826	1.26538	
0.0183964	1.21898	1.15369	0.864549	
0.0342693	0.922207	0.78134	1.04323	
0.0856595	0.639837	0.740975	0.919718	
0.460968	0.471706	1.41327	0.885934	
1.66189	0.366182	0.534093	1.06211	
0.71358	0.871518	1.49294	1.04908	
1.76389	1.04869	1.08812	0.956878	
0.926998	2.02473	0.948177	0.917982	
1.74749	2.53337	1.63013	0.902134	
1.45331	0.688516	1.64026	1.07764	
0.540329	0.41031	1.20158	0.939836	
2.55581	1.29567	0.961953	1.11443	
1.45629	0.380944	0.801112	1.19651	
0.884869	0.400703	0.606201	1.02214	
0.519123	0.275287	0.782747	1.10846	
0.744173	0.926534	1.22005	0.96411	
0.00635481	0.333949	0.648141	0.99384	
0.286385	0.35234	0.924956	1.0021	
0.628233	1.06325	0.802264	0.991797	
0.0390664	1.42285	0.833401	0.913039	
0.756681	2.09835	0.588525	0.909451	
0.502269	0.677388	1.82206	0.864782	
0.456855	0.5004	1.42892	1.04528	
2.30366	0.439759	1.30746	0.910785	
1.56528	1.25309	1.06534	0.862656	
2.21929	0.864839	0.698367	1.05227	
2.98334	0.644935	1.37491	1.01237	
0.157907	0.185043	1.08797	0.992488	
0.246911	0.0651024	1.0224	0.898871	
1.12073	0.652138	1.00163	1.05129	
0.717526	0.669869	0.910786	0.930532	
0.395407	0.360296	1.13358	0.995849	
1.17836	0.601792	0.64473	1.14935	
0.0131745	1.10446	1.13175	0.986573	
0.229678	0.791999	0.833788	0.886588	
0.814129	0.851573	0.611688	0.927531	
0.175606	0.541086	1.23628	1.0807	
1.83217	0.661588	0.966452	1.13978	
0.22542	1.30414	0.93133	1.04119	
2.21733	0.35053	1.68301	1.01239	
0.879583	0.984021	0.975595	1.18133	
0.345587	3.68881	0.605101	0.88966	
0.25345	0.506631	1.47949	0.886178	
0.405699	0.991033	0.98636	0.991102	
0.90635	1.25918	0.678096	1.13755	
0.502931	2.8425	1.43459	1.00799	
0.585939	0.0444615	1.16869	0.925229	
0.0680573	1.12082	0.745302	0.959646	
0.527039	1.27749	1.00187	1.08262	
0.979231	0.154134	0.979334	0.943813	
0.136601	1.15342	0.567491	0.999319	
1.23783	0.310446	0.506875	1.0079	
1.32286	0.308706	1.51937	0.949061	
0.2676	0.824428	1.13046	1.09326	
3.57628	0.678045	0.599291	1.10065	
1.16301	0.971844	0.939064	0.901813	
0.242963	0.84129	0.988389	0.999951	
1.86545	0.263331	0.888755	0.894685	
0.981148	2.03105	0.886125	0.878014	
0.975633	1.09612	0.998473	0.871238	
0.776939	1.26689	1.00649	1.08897	
0.467338	1.79499	1.26883	1.02284	
0.219899	0.294466	1.03723	0.981872	
0.110342	0.391361	0.985517	0.924986	
0.0197936	0.758957	0.715929	0.890316	
0.69704	1.20204	0.934841	0.878516	
1.4222	0.582735	1.09653	0.93315	
0.535318	0.187822	0.545868	1.0461	
0.840867	0.853314	1.53962	0.969597	
0.316351	0.234457	0.96695	0.857326	
0.16398	1.77647	0.672776	1.02205	
1.3374	1.35716	1.01295	1.12061	
1.01032	0.175668	1.20603	1.01705	
2.50496	3.45817	0.913142	0.941724	
0.704202	0.441831	1.20946	1.11408	
0.093285	2.38642	1.50205	0.997079	
0.0695901	0.0232446	1.87358	0.833459	
2.23696	1.42233	1.00357	0.988238	
0.322005	0.0983008	0.805237	1.0041	
0.320457	2.88728	1.11117	1.05826	
0.315847	0.826067	0.88631	1.0252	
0.170884	0.248863	0.943668	1.13448	
0.6161	3.27344	1.32962	0.970803	
1.01795	0.282373	1.62441	1.01308	
0.58667	1.68661	1.14872	0.880328	
2.38133	2.10308	0.680351	1.0664	
0.0338544	2.42509	0.513495	1.06284	
0.705385	0.62248	1.2193	0.844344	
0.262016	0.481891	1.05981	1.05285	
0.181918	0.964982	0.90384	0.780999	
2.9221	1.32119	1.3224	0.890798	
2.20643	0.352962	0.599174	0.884535	
2.95976	0.502528	1.36874	1.00077	
0.0151125	1.03511	0.977856	1.03473	
2.39991	1.78072	1.25908	0.956797	
0.53466	0.58972	0.889244	0.893188	
0.91158	2.08232	1.17795	1.09535	
0.483924	0.161401	1.55101	0.920441	
0.593675	0.953509	1.32703	1.01715	
0.0898296	0.772068	1.13901	1.00652	
0.166094	0.645497	0.587506	0.757499	
